SampleSize|Layers|TrainingRun|TrainingAccuracy|cvAUC|TrainingTPR|TrainingTNR|TrainingAUC|TrainingConcordance|TrainingPrecision|TrainingF1Score
8000|(30, 22, 14, 9, 6)|17|0.726|0.770285|0.68825|0.76375|0.8032193125|0.8032193125|0.744456462953|0.715250714471
8000|(30, 22, 14, 9, 6)|18|0.740125|0.7714575|0.70675|0.7735|0.8089581875|0.8089581875|0.757299758907|0.731152204836
8000|(30, 22, 14, 9, 6)|19|0.741375|0.764631875|0.67725|0.8055|0.813454125|0.813454125|0.776885574993|0.723654334179
8000|(30, 22, 14, 9, 6)|20|0.735125|0.7711425|0.68125|0.789|0.808018|0.808018|0.763519193051|0.720042277712
9000|(30, 22, 14, 9, 6)|1|0.720111111111|0.76826617284|0.664666666667|0.775555555556|0.795845925926|0.795845925926|0.747563109223|0.703681919774
9000|(30, 22, 14, 9, 6)|2|0.707444444444|0.761477283951|0.673555555556|0.741333333333|0.77538745679|0.77538745679|0.72252681764|0.697182288672
9000|(30, 22, 14, 9, 6)|3|0.725666666667|0.750079012346|0.677777777778|0.773555555556|0.795495950617|0.795495950617|0.749569918899|0.711868362703
9000|(30, 22, 14, 9, 6)|4|0.710888888889|0.768101728395|0.660888888889|0.760888888889|0.788111160494|0.788111160494|0.734320987654|0.69567251462
9000|(30, 22, 14, 9, 6)|5|0.722444444444|0.758245185185|0.659555555556|0.785333333333|0.795837111111|0.79583708642|0.754448398577|0.703817880009
9000|(30, 22, 14, 9, 6)|6|0.716555555556|0.771700246914|0.652|0.781111111111|0.790639604938|0.790632444444|0.748660372544|0.696994892505
9000|(30, 22, 14, 9, 6)|7|0.718111111111|0.755005432099|0.659333333333|0.776888888889|0.792158419753|0.792158419753|0.747166960463|0.700507614213
9000|(30, 22, 14, 9, 6)|8|0.717777777778|0.759424691358|0.686222222222|0.749333333333|0.787305308642|0.787305283951|0.732447817837|0.708581918311
9000|(30, 22, 14, 9, 6)|9|0.722|0.770601481481|0.671333333333|0.772666666667|0.794452197531|0.794452197531|0.74703264095|0.707162921348
9000|(30, 22, 14, 9, 6)|10|0.730111111111|0.769428148148|0.677333333333|0.782888888889|0.802895901235|0.802895901235|0.757267080745|0.715073313783
9000|(30, 22, 14, 9, 6)|11|0.724222222222|0.763694074074|0.684444444444|0.764|0.796127259259|0.796127259259|0.743602124577|0.712797963434
9000|(30, 22, 14, 9, 6)|12|0.721222222222|0.767147407407|0.643111111111|0.799333333333|0.798809432099|0.798809432099|0.762180668949|0.697601542726
9000|(30, 22, 14, 9, 6)|13|0.715|0.766868148148|0.672222222222|0.757777777778|0.791682592593|0.791171703704|0.735115431349|0.702263493906
9000|(30, 22, 14, 9, 6)|14|0.733222222222|0.765229135802|0.660222222222|0.806222222222|0.804553283951|0.804553283951|0.773093937028|0.712213831955
9000|(30, 22, 14, 9, 6)|15|0.724444444444|0.76930617284|0.676222222222|0.772666666667|0.797342716049|0.797342716049|0.748401377275|0.710483306094
9000|(30, 22, 14, 9, 6)|16|0.720222222222|0.757418765432|0.669555555556|0.770888888889|0.794795259259|0.794795259259|0.745054401583|0.705290262172
9000|(30, 22, 14, 9, 6)|17|0.722444444444|0.765640987654|0.710666666667|0.734222222222|0.797741234568|0.797692345679|0.727810650888|0.719136496515
9000|(30, 22, 14, 9, 6)|18|0.720444444444|0.767584197531|0.679111111111|0.761777777778|0.793888345679|0.793888345679|0.740310077519|0.708391284191
9000|(30, 22, 14, 9, 6)|19|0.722777777778|0.765105679012|0.669333333333|0.776222222222|0.799920320988|0.799920296296|0.749440159244|0.707125249442
9000|(30, 22, 14, 9, 6)|20|0.730111111111|0.771130864198|0.687555555556|0.772666666667|0.798505530864|0.798505530864|0.751518095701|0.718115353371
10000|(30, 22, 14, 9, 6)|1|0.7357|0.771068|0.6876|0.7838|0.80787524|0.80787524|0.760787784908|0.722344784116
10000|(30, 22, 14, 9, 6)|2|0.7273|0.7665068|0.6806|0.774|0.80002616|0.80002616|0.750716964483|0.71394104689
10000|(30, 22, 14, 9, 6)|3|0.7166|0.7667202|0.68|0.7532|0.78896912|0.78896912|0.733707380233|0.705833506332
10000|(30, 22, 14, 9, 6)|4|0.7271|0.7710324|0.6812|0.773|0.7971596|0.7971596|0.750055053953|0.713971281836
10000|(30, 22, 14, 9, 6)|5|0.7145|0.7718242|0.6792|0.7498|0.78832076|0.78811276|0.730794060684|0.704053073494
10000|(30, 22, 14, 9, 6)|6|0.739|0.771571|0.6766|0.8014|0.8103668|0.8103668|0.773080438757|0.721629692833
10000|(30, 22, 14, 9, 6)|7|0.7229|0.7577028|0.6646|0.7812|0.79744776|0.79744776|0.752320579579|0.705744929383
10000|(30, 22, 14, 9, 6)|8|0.7318|0.7734552|0.6864|0.7772|0.80221972|0.80221948|0.754949406071|0.719044626021
10000|(30, 22, 14, 9, 6)|9|0.7226|0.7663868|0.6584|0.7868|0.79430272|0.79430272|0.755392381827|0.703569138705
10000|(30, 22, 14, 9, 6)|10|0.7255|0.7709864|0.6796|0.7714|0.79682242|0.7968224|0.748293327461|0.712294308773
10000|(30, 22, 14, 9, 6)|11|0.7182|0.76513|0.6724|0.764|0.7892624|0.7892624|0.740202553941|0.704674072521
10000|(30, 22, 14, 9, 6)|12|0.7233|0.765882|0.6856|0.761|0.787795|0.787795|0.741509842094|0.712459731892
10000|(30, 22, 14, 9, 6)|13|0.7199|0.7661384|0.6672|0.7726|0.7920836|0.7918136|0.745808182428|0.704317534044
10000|(30, 22, 14, 9, 6)|14|0.7199|0.7621332|0.6816|0.7582|0.79200852|0.79200852|0.738141650422|0.708744930852
10000|(30, 22, 14, 9, 6)|15|0.7236|0.7750644|0.6936|0.7536|0.79693252|0.79692904|0.737872340426|0.715051546392
10000|(30, 22, 14, 9, 6)|16|0.7187|0.76965|0.6804|0.757|0.79405836|0.79405836|0.736842105263|0.70749714048
10000|(30, 22, 14, 9, 6)|17|0.7134|0.7683244|0.6794|0.7474|0.79000124|0.79000124|0.728969957082|0.7033126294
10000|(30, 22, 14, 9, 6)|18|0.724|0.7630144|0.67|0.778|0.7961544|0.7961544|0.751121076233|0.708245243129
10000|(30, 22, 14, 9, 6)|19|0.7247|0.7741228|0.6678|0.7816|0.80329464|0.80329464|0.75355450237|0.708090340367
10000|(30, 22, 14, 9, 6)|20|0.7282|0.7528764|0.6676|0.7888|0.7986894|0.79868936|0.759672280382|0.710666382798
11000|(30, 22, 14, 9, 6)|1|0.718363636364|0.763697520661|0.679454545455|0.757272727273|0.790306975207|0.790306975207|0.73679022082|0.706961785849
11000|(30, 22, 14, 9, 6)|2|0.723|0.769112727273|0.681090909091|0.764909090909|0.795436694215|0.795436694215|0.743401468545|0.71088338552
11000|(30, 22, 14, 9, 6)|3|0.721818181818|0.771803305785|0.673636363636|0.77|0.793657173554|0.793657157025|0.745472837022|0.707736389685
11000|(30, 22, 14, 9, 6)|4|0.726545454545|0.772831404959|0.682727272727|0.770363636364|0.791602909091|0.791600429752|0.748306098047|0.714014071116
11000|(30, 22, 14, 9, 6)|5|0.723818181818|0.769958677686|0.664727272727|0.782909090909|0.795482280992|0.795482280992|0.75381443299|0.706473429952
11000|(30, 22, 14, 9, 6)|6|0.716454545455|0.764059834711|0.696181818182|0.736727272727|0.789900561983|0.789900561983|0.725601667614|0.710587361975
11000|(30, 22, 14, 9, 6)|7|0.717090909091|0.774516859504|0.695636363636|0.738545454545|0.79288877686|0.792888760331|0.726823708207|0.710888145671
11000|(30, 22, 14, 9, 6)|8|0.717818181818|0.769918347107|0.672909090909|0.762727272727|0.791313256198|0.791313256198|0.73931282461|0.704549781077
11000|(30, 22, 14, 9, 6)|9|0.723181818182|0.772320330579|0.689272727273|0.757090909091|0.797376198347|0.797376198347|0.739418763409|0.713465700574
11000|(30, 22, 14, 9, 6)|10|0.735636363636|0.776518677686|0.671090909091|0.800181818182|0.807536165289|0.807536165289|0.770563674322|0.71739552964
11000|(30, 22, 14, 9, 6)|11|0.725363636364|0.771178512397|0.718363636364|0.732363636364|0.796493884298|0.796493884298|0.728563525724|0.723427629772
11000|(30, 22, 14, 9, 6)|12|0.730181818182|0.773694876033|0.710181818182|0.750181818182|0.802188628099|0.802188330579|0.739772727273|0.724675324675
11000|(30, 22, 14, 9, 6)|13|0.733636363636|0.761021487603|0.687090909091|0.780181818182|0.800889520661|0.800889520661|0.757618283881|0.7206331045
11000|(30, 22, 14, 9, 6)|14|0.714909090909|0.764690578512|0.67|0.759818181818|0.786221652893|0.786221652893|0.736116660008|0.701503902532
11000|(30, 22, 14, 9, 6)|15|0.722|0.77097768595|0.667636363636|0.776363636364|0.79223061157|0.79223061157|0.749082007344|0.706018073447
11000|(30, 22, 14, 9, 6)|16|0.725545454545|0.766383140496|0.675272727273|0.775818181818|0.79556938843|0.79556938843|0.750758035173|0.711017516991
11000|(30, 22, 14, 9, 6)|17|0.728545454545|0.777020330579|0.685454545455|0.771636363636|0.79972968595|0.79972968595|0.75009948269|0.716321489645
11000|(30, 22, 14, 9, 6)|18|0.725090909091|0.767994545455|0.686|0.764181818182|0.798238826446|0.798238809917|0.744181459566|0.713907284768
11000|(30, 22, 14, 9, 6)|19|0.715|0.768954710744|0.669454545455|0.760545454545|0.785603371901|0.785603371901|0.736547309462|0.701400133346
11000|(30, 22, 14, 9, 6)|20|0.720909090909|0.771421652893|0.671090909091|0.770727272727|0.799944214876|0.799944198347|0.745355411955|0.706276310754
12000|(30, 22, 14, 9, 6)|1|0.72525|0.779530555556|0.708|0.7425|0.798602611111|0.798602611111|0.733298808907|0.72042737217
12000|(30, 22, 14, 9, 6)|2|0.726083333333|0.772899861111|0.669333333333|0.782833333333|0.798258055556|0.798258055556|0.755029140816|0.709603321848
12000|(30, 22, 14, 9, 6)|3|0.714666666667|0.763306666667|0.640833333333|0.7885|0.781805736111|0.781805722222|0.751857645679|0.691920100774
12000|(30, 22, 14, 9, 6)|4|0.719666666667|0.776711111111|0.671333333333|0.768|0.797129194444|0.797129194444|0.743173431734|0.705429071804
12000|(30, 22, 14, 9, 6)|5|0.7305|0.780453888889|0.704833333333|0.756166666667|0.802761944444|0.802761944444|0.742972593113|0.723400615806
12000|(30, 22, 14, 9, 6)|6|0.717083333333|0.769456111111|0.665|0.769166666667|0.788232888889|0.788232055556|0.742325581395|0.701538461538
12000|(30, 22, 14, 9, 6)|7|0.7195|0.760810555556|0.645666666667|0.793333333333|0.790659333333|0.790659333333|0.757528353539|0.697138743927
12000|(30, 22, 14, 9, 6)|8|0.721416666667|0.771591388889|0.675333333333|0.7675|0.791878472222|0.791877638889|0.743895722416|0.707958417053
12000|(30, 22, 14, 9, 6)|9|0.725|0.775224444444|0.674166666667|0.775833333333|0.798468111111|0.798468111111|0.750463821892|0.710272168569
12000|(30, 22, 14, 9, 6)|10|0.7205|0.768436111111|0.678666666667|0.762333333333|0.794995861111|0.794995861111|0.740632957439|0.708297095147
12000|(30, 22, 14, 9, 6)|11|0.70675|0.767025|0.648833333333|0.764666666667|0.779516138889|0.779516138889|0.73383600377|0.688721804511
12000|(30, 22, 14, 9, 6)|12|0.723166666667|0.767936388889|0.665666666667|0.780666666667|0.794575111111|0.794575111111|0.752165725047|0.706277630416
12000|(30, 22, 14, 9, 6)|13|0.713083333333|0.766625972222|0.664833333333|0.761333333333|0.786314305556|0.786314305556|0.735842095554|0.69853778128
12000|(30, 22, 14, 9, 6)|14|0.727166666667|0.764431666667|0.6825|0.771833333333|0.79485275|0.794852722222|0.749450951684|0.714410327983
12000|(30, 22, 14, 9, 6)|15|0.724333333333|0.775201944444|0.689166666667|0.7595|0.799085305556|0.799085305556|0.741305127286|0.714285714286
12000|(30, 22, 14, 9, 6)|16|0.721833333333|0.76017|0.678833333333|0.764833333333|0.791062138889|0.791062138889|0.742706053975|0.709334726576
12000|(30, 22, 14, 9, 6)|17|0.715833333333|0.768222222222|0.667166666667|0.7645|0.791796583333|0.791796583333|0.739106351551|0.701296426069
12000|(30, 22, 14, 9, 6)|18|0.718416666667|0.7753425|0.679|0.757833333333|0.791632194444|0.791632194444|0.737108738918|0.706862149735
12000|(30, 22, 14, 9, 6)|19|0.719083333333|0.766408472222|0.659666666667|0.7785|0.796224763889|0.79622475|0.748628711935|0.701337822273
12000|(30, 22, 14, 9, 6)|20|0.73475|0.776389166667|0.690333333333|0.779166666667|0.802177055556|0.802177055556|0.757636729468|0.722420859859
13000|(30, 22, 14, 9, 6)|1|0.720769230769|0.765716449704|0.660769230769|0.780769230769|0.787969633136|0.787969633136|0.750874125874|0.70294599018
13000|(30, 22, 14, 9, 6)|2|0.720307692308|0.763135857988|0.694|0.746615384615|0.790065076923|0.790065065089|0.732543033452|0.712750829515
13000|(30, 22, 14, 9, 6)|3|0.721|0.773070769231|0.680153846154|0.761846153846|0.79215008284|0.79215008284|0.740660077065|0.709118614163
13000|(30, 22, 14, 9, 6)|4|0.715538461538|0.774423431953|0.657230769231|0.773846153846|0.791152923077|0.791152923077|0.743991640543|0.697925175625
13000|(30, 22, 14, 9, 6)|5|0.725769230769|0.766828639053|0.688461538462|0.763076923077|0.795933088757|0.795933088757|0.743973399834|0.715141829804
13000|(30, 22, 14, 9, 6)|6|0.711769230769|0.768562840237|0.664461538462|0.759076923077|0.782444307692|0.782444307692|0.733899745115|0.697456600727
13000|(30, 22, 14, 9, 6)|7|0.728230769231|0.77751739645|0.687076923077|0.769384615385|0.79859112426|0.79859112426|0.748700754401|0.71656638588
13000|(30, 22, 14, 9, 6)|8|0.713|0.761814792899|0.646153846154|0.779846153846|0.773514887574|0.773514887574|0.745871070858|0.69244085401
13000|(30, 22, 14, 9, 6)|9|0.718923076923|0.772958343195|0.679692307692|0.758153846154|0.788447431953|0.788447431953|0.737562604341|0.707445956765
13000|(30, 22, 14, 9, 6)|10|0.720384615385|0.772527337278|0.667076923077|0.773692307692|0.788797940828|0.788797940828|0.746685035302|0.70463963598
13000|(30, 22, 14, 9, 6)|11|0.710692307692|0.7678|0.662153846154|0.759230769231|0.784740591716|0.784740591716|0.733344692452|0.695933381842
13000|(30, 22, 14, 9, 6)|12|0.722923076923|0.775507455621|0.701538461538|0.744307692308|0.794177325444|0.794177325444|0.732883317261|0.716868416916
13000|(30, 22, 14, 9, 6)|13|0.717923076923|0.766888994083|0.643076923077|0.792769230769|0.789432923077|0.789432923077|0.756287316808|0.695102685624
13000|(30, 22, 14, 9, 6)|14|0.722769230769|0.769496331361|0.685846153846|0.759692307692|0.789326792899|0.789326792899|0.740531561462|0.71214057508
13000|(30, 22, 14, 9, 6)|15|0.722384615385|0.774862011834|0.682153846154|0.762615384615|0.794519431953|0.794519431953|0.741843734315|0.710747775908
13000|(30, 22, 14, 9, 6)|16|0.717461538462|0.76782816568|0.681230769231|0.753692307692|0.789110201183|0.789110201183|0.734450157572|0.706840130896
13000|(30, 22, 14, 9, 6)|17|0.727846153846|0.774420828402|0.662307692308|0.793384615385|0.791902189349|0.788221230769|0.762216713881|0.708758643398
13000|(30, 22, 14, 9, 6)|18|0.720384615385|0.767746745562|0.665846153846|0.774923076923|0.790867100592|0.790867100592|0.74736660335|0.704255146042
13000|(30, 22, 14, 9, 6)|19|0.721230769231|0.767815147929|0.673846153846|0.768615384615|0.79510964497|0.795109633136|0.74439157036|0.707364341085
13000|(30, 22, 14, 9, 6)|20|0.720692307692|0.771432899408|0.679692307692|0.761692307692|0.792886390533|0.792886390533|0.740405563935|0.708751102912
14000|(30, 22, 14, 9, 6)|1|0.716142857143|0.772365714286|0.701428571429|0.730857142857|0.789502122449|0.789502102041|0.722696496909|0.711903726258
14000|(30, 22, 14, 9, 6)|2|0.722142857143|0.772792040816|0.685|0.759285714286|0.794394408163|0.794394387755|0.739969135802|0.711424332344
14000|(30, 22, 14, 9, 6)|3|0.722357142857|0.766558163265|0.671857142857|0.772857142857|0.792938734694|0.792938734694|0.747338312411|0.707590461145
14000|(30, 22, 14, 9, 6)|4|0.725357142857|0.777986938776|0.678714285714|0.772|0.794132081633|0.794132081633|0.74854261856|0.711920281711
14000|(30, 22, 14, 9, 6)|5|0.722285714286|0.774303673469|0.662|0.782571428571|0.795160408163|0.795160408163|0.752761533463|0.7044694436
14000|(30, 22, 14, 9, 6)|6|0.7175|0.768914081633|0.669285714286|0.765714285714|0.787032816327|0.787032816327|0.740711462451|0.703189493433
14000|(30, 22, 14, 9, 6)|7|0.726285714286|0.783181632653|0.701714285714|0.750857142857|0.798116489796|0.798116489796|0.737980769231|0.719390743995
14000|(30, 22, 14, 9, 6)|8|0.729571428571|0.777015510204|0.672857142857|0.786285714286|0.799580285714|0.799580285714|0.758942958427|0.71331213085
