"samplesize","run","shrinkage","LossFunc","Predictors","OptNumTrees","TPR","TNR","Accuracy","AUC","Concordance"
9000,2,0.06,adaboost,31,218,0.74,0.716222222222222,0.728111111111111,0.808305975308646,0.808267703703704
9000,2,0.07,bernoulli,33,174,0.736888888888889,0.722666666666667,0.729777777777778,0.808419506172839,0.808404691358025
9000,2,0.07,adaboost,28,99,0.741777777777778,0.710444444444444,0.726111111111111,0.80274775308642,0.802680543209877
9000,2,0.08,bernoulli,32,164,0.744,0.716,0.73,0.808590419753087,0.808524987654321
9000,2,0.08,adaboost,33,130,0.747111111111111,0.710666666666667,0.728888888888889,0.806392888888887,0.806307160493827
9000,2,0.09,bernoulli,31,107,0.736,0.719777777777778,0.727888888888889,0.805155283950617,0.805130172839506
9000,2,0.09,adaboost,30,85,0.739777777777778,0.711111111111111,0.725444444444444,0.802411876543212,0.802309827160494
9000,2,0.1,bernoulli,25,63,0.742888888888889,0.708444444444444,0.725666666666667,0.801202419753085,0.800905185185185
9000,2,0.1,adaboost,34,162,0.743555555555556,0.714666666666667,0.729111111111111,0.809977259259253,0.809963802469136
9000,3,0.001,bernoulli,34,19994,0.766444444444444,0.712666666666667,0.739555555555556,0.812963234567901,0.812963209876543
9000,3,0.001,adaboost,34,19057,0.763333333333333,0.703111111111111,0.733222222222222,0.810330222222214,0.810330222222222
9000,3,0.01,bernoulli,34,1829,0.765555555555556,0.707777777777778,0.736666666666667,0.810948000000002,0.81094775308642
9000,3,0.01,adaboost,34,1793,0.760666666666667,0.700888888888889,0.730777777777778,0.809023827160497,0.809023209876543
9000,3,0.02,bernoulli,34,988,0.77,0.708666666666667,0.739333333333333,0.812508345679012,0.812507555555556
9000,3,0.02,adaboost,34,849,0.760222222222222,0.703333333333333,0.731777777777778,0.807922938271607,0.807920395061728
9000,3,0.03,bernoulli,34,664,0.765555555555556,0.710222222222222,0.737888888888889,0.811888518518522,0.811885185185185
9000,3,0.03,adaboost,34,491,0.759111111111111,0.696666666666667,0.727888888888889,0.805344790123462,0.805339407407407
9000,3,0.04,bernoulli,34,480,0.763777777777778,0.702888888888889,0.733333333333333,0.811045086419752,0.811040098765432
9000,3,0.04,adaboost,34,398,0.764666666666667,0.693777777777778,0.729222222222222,0.807170246913575,0.807167456790123
9000,3,0.05,bernoulli,34,389,0.763555555555556,0.700222222222222,0.731888888888889,0.809718395061732,0.809715851851852
9000,3,0.05,adaboost,34,398,0.758222222222222,0.704666666666667,0.731444444444444,0.809493703703705,0.809481283950617
9000,3,0.06,bernoulli,33,218,0.766444444444444,0.697111111111111,0.731777777777778,0.803744641975312,0.803709777777778
9000,3,0.06,adaboost,34,331,0.762,0.697333333333333,0.729666666666667,0.809293679012349,0.80928375308642
9000,3,0.07,bernoulli,34,262,0.756444444444444,0.711777777777778,0.734111111111111,0.808098024691358,0.808091654320988
9000,3,0.07,adaboost,34,221,0.760222222222222,0.701333333333333,0.730777777777778,0.8062467654321,0.806234913580247
9000,3,0.08,bernoulli,31,172,0.758888888888889,0.699111111111111,0.729,0.803595160493827,0.803572543209877
9000,3,0.08,adaboost,34,222,0.764222222222222,0.696888888888889,0.730555555555556,0.807654592592592,0.807641827160494
9000,3,0.09,bernoulli,33,208,0.761777777777778,0.708666666666667,0.735222222222222,0.8076329382716,0.807615259259259
9000,3,0.09,adaboost,34,163,0.758888888888889,0.695555555555556,0.727222222222222,0.803454592592591,0.803391555555556
9000,3,0.1,bernoulli,33,176,0.759777777777778,0.709777777777778,0.734777777777778,0.807417111111112,0.807396592592593
9000,3,0.1,adaboost,32,139,0.761111111111111,0.692444444444444,0.726777777777778,0.802900641975309,0.802873728395062
9000,4,0.001,bernoulli,34,19589,0.749333333333333,0.713777777777778,0.731555555555556,0.81506380246914,0.815063802469136
9000,4,0.001,adaboost,34,15211,0.746444444444444,0.705555555555556,0.726,0.809267061728396,0.809267061728395
9000,4,0.01,bernoulli,34,1413,0.740222222222222,0.710444444444444,0.725333333333333,0.809173654320995,0.809172938271605
9000,4,0.01,adaboost,34,1877,0.746222222222222,0.708666666666667,0.727444444444444,0.812219703703702,0.812219308641975
9000,4,0.02,bernoulli,34,956,0.752222222222222,0.712888888888889,0.732555555555556,0.814324395061726,0.814323654320988
9000,4,0.02,adaboost,34,740,0.742444444444444,0.704888888888889,0.723666666666667,0.808722296296298,0.808721333333333
9000,4,0.03,bernoulli,34,404,0.742888888888889,0.712222222222222,0.727555555555556,0.806730098765431,0.806722469135802
9000,4,0.03,adaboost,34,551,0.748,0.706222222222222,0.727111111111111,0.810236617283949,0.810235160493827
9000,4,0.04,bernoulli,34,383,0.745111111111111,0.708444444444444,0.726777777777778,0.810393135802469,0.810388641975309
9000,4,0.04,adaboost,34,485,0.746222222222222,0.703777777777778,0.725,0.810758271604942,0.810756938271605
9000,4,0.05,bernoulli,34,211,0.739333333333333,0.708222222222222,0.723777777777778,0.804466148148146,0.804440395061728
9000,4,0.05,adaboost,34,298,0.746666666666667,0.706222222222222,0.726444444444444,0.807947407407409,0.807941185185185
9000,4,0.06,bernoulli,34,282,0.753555555555556,0.705555555555556,0.729555555555556,0.810202790123454,0.810188148148148
9000,4,0.06,adaboost,33,146,0.742888888888889,0.700666666666667,0.721777777777778,0.80112891358025,0.801064543209877
9000,4,0.07,bernoulli,33,243,0.745111111111111,0.716666666666667,0.730888888888889,0.811132839506166,0.811124790123457
9000,4,0.07,adaboost,34,170,0.746,0.699333333333333,0.722666666666667,0.805457827160491,0.805441975308642
9000,4,0.08,bernoulli,32,245,0.750222222222222,0.720666666666667,0.735444444444444,0.813467728395066,0.813463456790123
9000,4,0.08,adaboost,34,194,0.742444444444444,0.705333333333333,0.723888888888889,0.808866148148149,0.808843456790123
9000,4,0.09,bernoulli,34,181,0.742,0.715777777777778,0.728888888888889,0.810254567901233,0.810244098765432
9000,4,0.09,adaboost,33,195,0.749555555555556,0.703777777777778,0.726666666666667,0.808389209876539,0.808379950617284
9000,4,0.1,bernoulli,30,151,0.740444444444444,0.714,0.727222222222222,0.807658123456793,0.807639802469136
9000,4,0.1,adaboost,33,154,0.742222222222222,0.708888888888889,0.725555555555556,0.80634503703704,0.806334913580247
9000,5,0.001,bernoulli,34,19944,0.759555555555556,0.735777777777778,0.747666666666667,0.822158938271604,0.822158913580247
9000,5,0.001,adaboost,34,18524,0.756888888888889,0.727777777777778,0.742333333333333,0.819102469135804,0.819102419753086
9000,5,0.01,bernoulli,34,1997,0.760444444444444,0.735777777777778,0.748111111111111,0.821850493827156,0.821850320987654
9000,5,0.01,adaboost,34,1902,0.756444444444444,0.726666666666667,0.741555555555556,0.819127382716055,0.819127209876543
9000,5,0.02,bernoulli,34,928,0.759111111111111,0.732444444444444,0.745777777777778,0.82032965432099,0.820328938271605
9000,5,0.02,adaboost,34,971,0.764,0.722888888888889,0.743444444444444,0.8193667654321,0.819365728395062
9000,5,0.03,bernoulli,34,610,0.760444444444444,0.728888888888889,0.744666666666667,0.819814765432093,0.819812888888889
9000,5,0.03,adaboost,34,474,0.753777777777778,0.723555555555556,0.738666666666667,0.814241555555553,0.814238716049383
9000,5,0.04,bernoulli,34,372,0.752888888888889,0.729111111111111,0.741,0.815886246913581,0.81588350617284
9000,5,0.04,adaboost,34,459,0.755333333333333,0.726222222222222,0.740777777777778,0.818413901234565,0.818412395061728
9000,5,0.05,bernoulli,34,377,0.758,0.729111111111111,0.743555555555556,0.819368098765436,0.819365777777778
9000,5,0.05,adaboost,34,386,0.758444444444444,0.719111111111111,0.738777777777778,0.818483654320985,0.81848187654321
9000,5,0.06,bernoulli,33,286,0.757555555555556,0.730444444444444,0.744,0.818029037037036,0.818025333333333
9000,5,0.06,adaboost,34,249,0.754444444444444,0.718,0.736222222222222,0.814989432098766,0.814985530864198
9000,5,0.07,bernoulli,34,225,0.759555555555556,0.727111111111111,0.743333333333333,0.816286641975306,0.816279358024691
9000,5,0.07,adaboost,34,240,0.756666666666667,0.722,0.739333333333333,0.815598222222223,0.815591654320988
9000,5,0.08,bernoulli,34,198,0.757111111111111,0.727555555555556,0.742333333333333,0.815785283950615,0.815774074074074
9000,5,0.08,adaboost,34,207,0.750888888888889,0.729555555555556,0.740222222222222,0.815860493827159,0.815855654320988
9000,5,0.09,bernoulli,34,175,0.757333333333333,0.723555555555556,0.740444444444444,0.815780888888892,0.815769580246914
9000,5,0.09,adaboost,34,190,0.762888888888889,0.718666666666667,0.740777777777778,0.816222740740737,0.816212691358025
9000,5,0.1,bernoulli,33,140,0.748,0.731333333333333,0.739666666666667,0.814024444444445,0.814015555555556
9000,5,0.1,adaboost,33,145,0.756666666666667,0.723555555555556,0.740111111111111,0.8130590617284,0.813031259259259
10000,1,0.001,bernoulli,34,19828,0.7476,0.7198,0.7337,0.812948219999998,0.81294816
10000,1,0.001,adaboost,34,19041,0.7482,0.71,0.7291,0.810495380000004,0.81049536
10000,1,0.01,bernoulli,34,1748,0.7468,0.716,0.7314,0.8107398,0.81073956
10000,1,0.01,adaboost,34,1805,0.7484,0.708,0.7282,0.809611920000005,0.80961176
10000,1,0.02,bernoulli,34,993,0.75,0.717,0.7335,0.812401399999996,0.81240064
10000,1,0.02,adaboost,34,846,0.7508,0.708,0.7294,0.808468559999998,0.8084682
10000,1,0.03,bernoulli,34,541,0.7488,0.7122,0.7305,0.80836946,0.80836876
10000,1,0.03,adaboost,34,550,0.7476,0.7118,0.7297,0.807799000000001,0.80779808
10000,1,0.04,bernoulli,33,314,0.7434,0.7116,0.7275,0.80495008,0.80494732
10000,1,0.04,adaboost,33,468,0.748,0.7098,0.7289,0.809352520000002,0.8093514
10000,1,0.05,bernoulli,33,379,0.7452,0.7172,0.7312,0.811048919999993,0.81104592
10000,1,0.05,adaboost,34,350,0.749,0.708,0.7285,0.807846059999999,0.80784428
10000,1,0.06,bernoulli,34,333,0.75,0.716,0.733,0.812019260000002,0.81201604
10000,1,0.06,adaboost,34,210,0.749,0.6994,0.7242,0.802560740000002,0.80255468
10000,1,0.07,bernoulli,33,286,0.7486,0.7194,0.734,0.811303559999999,0.81129932
10000,1,0.07,adaboost,34,208,0.7436,0.7102,0.7269,0.804472419999999,0.8044658
10000,1,0.08,bernoulli,32,242,0.7438,0.7204,0.7321,0.8102004,0.81019724
10000,1,0.08,adaboost,34,208,0.7448,0.7072,0.726,0.807146420000001,0.80714012
10000,1,0.09,bernoulli,33,219,0.7496,0.7156,0.7326,0.810389579999997,0.81038456
10000,1,0.09,adaboost,34,197,0.7436,0.708,0.7258,0.80671252,0.8067068
10000,1,0.1,bernoulli,33,200,0.75,0.713,0.7315,0.809869140000005,0.80985852
10000,1,0.1,adaboost,32,146,0.7516,0.7048,0.7282,0.80436384,0.80435344
10000,2,0.001,bernoulli,34,20000,0.7602,0.7228,0.7415,0.818531980000003,0.81853192
10000,2,0.001,adaboost,34,15544,0.7586,0.7128,0.7357,0.813185660000008,0.81318564
10000,2,0.01,bernoulli,34,1984,0.7606,0.7226,0.7416,0.818189060000007,0.81818884
10000,2,0.01,adaboost,34,1293,0.7602,0.7088,0.7345,0.811067159999998,0.8110664
10000,2,0.02,bernoulli,34,784,0.7582,0.7172,0.7377,0.813237539999999,0.81323496
10000,2,0.02,adaboost,34,888,0.7614,0.7104,0.7359,0.814260400000003,0.81425976
10000,2,0.03,bernoulli,34,613,0.7578,0.7198,0.7388,0.815720459999997,0.8157184
10000,2,0.03,adaboost,34,492,0.7564,0.7106,0.7335,0.812159259999998,0.81215664
10000,2,0.04,bernoulli,34,491,0.7576,0.723,0.7403,0.817128759999995,0.8171268
10000,2,0.04,adaboost,34,331,0.7624,0.7092,0.7358,0.810047739999999,0.81004104
10000,2,0.05,bernoulli,33,259,0.7568,0.7134,0.7351,0.810564040000004,0.81055612
10000,2,0.05,adaboost,34,358,0.7608,0.71,0.7354,0.813550980000002,0.8135486
10000,2,0.06,bernoulli,34,295,0.7564,0.719,0.7377,0.814538260000004,0.81453372
10000,2,0.06,adaboost,32,191,0.7612,0.7038,0.7325,0.80856598,0.80854932
10000,2,0.07,bernoulli,34,244,0.7522,0.7198,0.736,0.813452240000002,0.81344556
10000,2,0.07,adaboost,33,174,0.7574,0.706,0.7317,0.809164720000002,0.8091548
10000,2,0.08,bernoulli,34,247,0.7598,0.72,0.7399,0.816028180000001,0.8160214
10000,2,0.08,adaboost,34,143,0.7544,0.704,0.7292,0.807699199999998,0.80761924
10000,2,0.09,bernoulli,34,201,0.7564,0.7208,0.7386,0.81427364,0.8142694
10000,2,0.09,adaboost,34,172,0.7526,0.7158,0.7342,0.811301720000002,0.81126196
10000,2,0.1,bernoulli,34,154,0.7598,0.7148,0.7373,0.81263546,0.81262272
10000,2,0.1,adaboost,33,102,0.757,0.7016,0.7293,0.80513482,0.80499584
10000,3,0.001,bernoulli,34,19984,0.7554,0.7102,0.7328,0.809249899999994,0.80924988
10000,3,0.001,adaboost,34,19843,0.7556,0.7058,0.7307,0.80755624,0.8075562
10000,3,0.01,bernoulli,34,2000,0.7574,0.711,0.7342,0.809055879999993,0.8090556
10000,3,0.01,adaboost,34,1901,0.754,0.705,0.7295,0.806462320000001,0.80646176
10000,3,0.02,bernoulli,34,993,0.7538,0.7106,0.7322,0.808416220000003,0.8084152
10000,3,0.02,adaboost,34,842,0.7578,0.7032,0.7305,0.804817139999998,0.80481472
10000,3,0.03,bernoulli,34,638,0.7568,0.7112,0.734,0.807444579999999,0.80744296
10000,3,0.03,adaboost,34,581,0.7584,0.702,0.7302,0.805068180000004,0.80506212
10000,3,0.04,bernoulli,34,407,0.7514,0.707,0.7292,0.805029039999996,0.8050256
10000,3,0.04,adaboost,34,423,0.753,0.7012,0.7271,0.804033679999998,0.80403132
10000,3,0.05,bernoulli,34,308,0.7536,0.7056,0.7296,0.803824880000002,0.80381736
10000,3,0.05,adaboost,34,348,0.7514,0.705,0.7282,0.804560519999996,0.8045522
10000,3,0.06,bernoulli,34,332,0.7548,0.71,0.7324,0.807785679999999,0.80777956
10000,3,0.06,adaboost,32,222,0.7516,0.705,0.7283,0.800428719999999,0.80041604
10000,3,0.07,bernoulli,34,214,0.75,0.7072,0.7286,0.80247638,0.80246916
10000,3,0.07,adaboost,34,225,0.7536,0.7046,0.7291,0.801402600000001,0.80139228
10000,3,0.08,bernoulli,32,148,0.7456,0.706,0.7258,0.799171039999999,0.7991354
10000,3,0.08,adaboost,34,161,0.7532,0.6964,0.7248,0.799602340000001,0.79958632
10000,3,0.09,bernoulli,33,189,0.7508,0.7086,0.7297,0.805181160000002,0.80515208
10000,3,0.09,adaboost,33,192,0.7512,0.7044,0.7278,0.804028940000003,0.80401812
10000,3,0.1,bernoulli,33,139,0.7554,0.698,0.7267,0.800761300000002,0.80075204
10000,3,0.1,adaboost,34,192,0.754,0.7066,0.7303,0.803934860000005,0.8039256
10000,4,0.001,bernoulli,34,20000,0.7648,0.7116,0.7382,0.815611419999997,0.8156114
10000,4,0.001,adaboost,34,16674,0.7614,0.7062,0.7338,0.811370519999994,0.81137044
10000,4,0.01,bernoulli,34,1846,0.7614,0.711,0.7362,0.814066180000002,0.8140658
10000,4,0.01,adaboost,34,1934,0.763,0.7084,0.7357,0.813492340000003,0.8134918
10000,4,0.02,bernoulli,34,750,0.7634,0.7042,0.7338,0.810701819999998,0.81069956
10000,4,0.02,adaboost,34,742,0.762,0.7026,0.7323,0.808797400000005,0.80879624
10000,4,0.03,bernoulli,34,481,0.7622,0.7096,0.7359,0.810523239999997,0.81051908
10000,4,0.03,adaboost,34,442,0.756,0.7036,0.7298,0.807704779999997,0.80769836
10000,4,0.04,bernoulli,34,500,0.7616,0.7128,0.7372,0.814473680000001,0.81447116
10000,4,0.04,adaboost,34,464,0.7626,0.7046,0.7336,0.812332460000002,0.81232724
10000,4,0.05,bernoulli,34,334,0.7566,0.7094,0.733,0.811633839999995,0.81162964
10000,4,0.05,adaboost,34,305,0.7626,0.702,0.7323,0.809529339999998,0.80952164
10000,4,0.06,bernoulli,33,194,0.757,0.7066,0.7318,0.806712940000001,0.80668864
10000,4,0.06,adaboost,34,263,0.7558,0.7044,0.7301,0.809065920000005,0.80905804
10000,4,0.07,bernoulli,34,194,0.7572,0.7066,0.7319,0.808172700000003,0.808159
10000,4,0.07,adaboost,33,168,0.7586,0.697,0.7278,0.805810240000002,0.80579956
10000,4,0.08,bernoulli,33,228,0.7508,0.7132,0.732,0.811793060000001,0.81178648
10000,4,0.08,adaboost,34,216,0.7624,0.7046,0.7335,0.810550119999997,0.810535
10000,4,0.09,bernoulli,33,129,0.762,0.7008,0.7314,0.806118920000003,0.80608156
10000,4,0.09,adaboost,34,165,0.7582,0.704,0.7311,0.807460139999995,0.80743412
10000,4,0.1,bernoulli,34,150,0.759,0.7064,0.7327,0.809540000000003,0.80948408
10000,4,0.1,adaboost,34,142,0.7598,0.7004,0.7301,0.807585439999999,0.80756184
10000,5,0.001,bernoulli,34,19867,0.7558,0.7172,0.7365,0.815552640000011,0.8155526
10000,5,0.001,adaboost,34,18756,0.7544,0.7126,0.7335,0.813131860000003,0.8131318
10000,5,0.01,bernoulli,34,1788,0.753,0.716,0.7345,0.813734599999999,0.81373436
10000,5,0.01,adaboost,34,1718,0.7552,0.7096,0.7324,0.811958819999999,0.81195852
10000,5,0.02,bernoulli,34,870,0.753,0.7144,0.7337,0.812169360000001,0.81216808
10000,5,0.02,adaboost,34,889,0.7572,0.7098,0.7335,0.81164548,0.8116444
10000,5,0.03,bernoulli,34,522,0.7526,0.708,0.7303,0.810723260000002,0.81072104
10000,5,0.03,adaboost,34,460,0.7544,0.7046,0.7295,0.807564520000001,0.80755848
10000,5,0.04,bernoulli,34,421,0.755,0.7116,0.7333,0.811846119999999,0.81183884
10000,5,0.04,adaboost,34,297,0.7528,0.7052,0.729,0.806354919999998,0.80634956
10000,5,0.05,bernoulli,34,298,0.7542,0.7136,0.7339,0.80970028,0.80968572
10000,5,0.05,adaboost,34,310,0.7594,0.7024,0.7309,0.808792840000002,0.80878412
10000,5,0.06,bernoulli,33,277,0.7504,0.71,0.7302,0.810567260000001,0.8105542
10000,5,0.06,adaboost,33,262,0.7602,0.703,0.7316,0.810480739999997,0.81047096
10000,5,0.07,bernoulli,33,275,0.7578,0.7102,0.734,0.812779119999997,0.81276488
10000,5,0.07,adaboost,34,205,0.7556,0.7112,0.7334,0.80857,0.8085384
10000,5,0.08,bernoulli,32,125,0.7458,0.7124,0.7291,0.803576619999998,0.8035366
10000,5,0.08,adaboost,33,163,0.7504,0.7098,0.7301,0.80686356,0.80684428
10000,5,0.09,bernoulli,34,144,0.7534,0.7076,0.7305,0.807547380000001,0.80753124
10000,5,0.09,adaboost,32,130,0.7526,0.7038,0.7282,0.804259759999999,0.80422368
10000,5,0.1,bernoulli,32,171,0.755,0.7114,0.7332,0.81052086,0.810491
10000,5,0.1,adaboost,33,112,0.7472,0.7082,0.7277,0.804708480000001,0.80468148
11000,1,0.001,bernoulli,34,19829,0.746,0.726545454545454,0.736272727272727,0.812463107438021,0.812463107438017
11000,1,0.001,adaboost,34,19467,0.746363636363636,0.718545454545455,0.732454545454545,0.810780826446281,0.810780826446281
11000,1,0.01,bernoulli,34,1998,0.746,0.727818181818182,0.736909090909091,0.812399933884299,0.812399570247934
11000,1,0.01,adaboost,34,1764,0.744727272727273,0.718181818181818,0.731454545454545,0.809236347107442,0.809235933884297
11000,1,0.02,bernoulli,34,916,0.743090909090909,0.723454545454545,0.733272727272727,0.810503471074382,0.810502512396694
11000,1,0.02,adaboost,34,1000,0.745818181818182,0.718,0.731909090909091,0.810804446280991,0.810803603305785
11000,1,0.03,bernoulli,34,634,0.746,0.726,0.736,0.811358826446282,0.811356132231405
11000,1,0.03,adaboost,34,614,0.745636363636364,0.716181818181818,0.730909090909091,0.809636181818179,0.809634148760331
11000,1,0.04,bernoulli,34,419,0.741636363636364,0.723818181818182,0.732727272727273,0.808676148760333,0.808671239669421
11000,1,0.04,adaboost,34,453,0.742727272727273,0.713272727272727,0.728,0.808514975206615,0.808506380165289
11000,1,0.05,bernoulli,34,399,0.746,0.728181818181818,0.737090909090909,0.811680743801652,0.811677190082645
11000,1,0.05,adaboost,34,323,0.742,0.717090909090909,0.729545454545454,0.806771851239673,0.806769421487603
11000,1,0.06,bernoulli,34,313,0.746181818181818,0.721272727272727,0.733727272727273,0.810329388429757,0.810316462809917
11000,1,0.06,adaboost,34,226,0.747454545454545,0.708181818181818,0.727818181818182,0.804994611570244,0.804983272727273
11000,1,0.07,bernoulli,34,264,0.739090909090909,0.726727272727273,0.732909090909091,0.810374975206613,0.81036932231405
11000,1,0.07,adaboost,34,235,0.741454545454545,0.718909090909091,0.730181818181818,0.806351272727273,0.806342611570248
11000,1,0.08,bernoulli,34,216,0.743272727272727,0.721454545454545,0.732363636363636,0.808375586776863,0.808360826446281
11000,1,0.08,adaboost,34,196,0.741454545454545,0.719090909090909,0.730272727272727,0.805782231404961,0.805769983471074
11000,1,0.09,bernoulli,34,195,0.744545454545455,0.721090909090909,0.732818181818182,0.80854403305785,0.808531074380165
11000,1,0.09,adaboost,34,187,0.747454545454545,0.710545454545455,0.729,0.8062990909091,0.806279338842975
11000,1,0.1,bernoulli,31,136,0.747454545454545,0.711454545454545,0.729454545454545,0.804946016528926,0.804894611570248
11000,1,0.1,adaboost,34,181,0.745272727272727,0.716909090909091,0.731090909090909,0.807190462809919,0.807180462809917
11000,2,0.001,bernoulli,34,19997,0.748181818181818,0.714363636363636,0.731272727272727,0.809462231404953,0.809462214876033
11000,2,0.001,adaboost,34,19939,0.748363636363636,0.709090909090909,0.728727272727273,0.80790904132232,0.807909024793388
11000,2,0.01,bernoulli,34,1898,0.747272727272727,0.714,0.730636363636364,0.808679801652891,0.808679239669421
11000,2,0.01,adaboost,34,1781,0.745636363636364,0.709636363636364,0.727636363636364,0.806081074380175,0.806080561983471
11000,2,0.02,bernoulli,34,919,0.745818181818182,0.714,0.729909090909091,0.807342247933889,0.807340925619835
11000,2,0.02,adaboost,34,766,0.746181818181818,0.708363636363636,0.727272727272727,0.803615487603308,0.803612165289256
11000,2,0.03,bernoulli,34,650,0.748,0.711090909090909,0.729545454545454,0.808137719008264,0.808134214876033
11000,2,0.03,adaboost,34,542,0.745636363636364,0.704727272727273,0.725181818181818,0.804353801652896,0.804348396694215
11000,2,0.04,bernoulli,34,415,0.745818181818182,0.709818181818182,0.727818181818182,0.805570760330578,0.805560925619835
11000,2,0.04,adaboost,34,453,0.749636363636364,0.706363636363636,0.728,0.805167801652889,0.80516294214876
11000,2,0.05,bernoulli,34,338,0.746363636363636,0.711090909090909,0.728727272727273,0.806297669421488,0.806293520661157
11000,2,0.05,adaboost,34,237,0.745272727272727,0.703272727272727,0.724272727272727,0.800155818181819,0.800127008264463
11000,2,0.06,bernoulli,34,230,0.748909090909091,0.702,0.725454545454545,0.802744330578518,0.802710545454545
11000,2,0.06,adaboost,34,215,0.741818181818182,0.705454545454545,0.723636363636364,0.800415652892562,0.800382876033058
11000,2,0.07,bernoulli,34,232,0.745818181818182,0.706363636363636,0.726090909090909,0.805401603305789,0.805393454545455
11000,2,0.07,adaboost,33,171,0.740363636363636,0.705818181818182,0.723090909090909,0.800382132231406,0.800348033057851
11000,2,0.08,bernoulli,33,183,0.742727272727273,0.713818181818182,0.728272727272727,0.80380249586777,0.803792231404959
11000,2,0.08,adaboost,34,230,0.749818181818182,0.702727272727273,0.726272727272727,0.805563239669424,0.805554214876033
11000,2,0.09,bernoulli,33,212,0.747090909090909,0.712545454545455,0.729818181818182,0.807297884297519,0.807268727272727
11000,2,0.09,adaboost,34,130,0.746727272727273,0.700181818181818,0.723454545454545,0.798265702479338,0.798178148760331
11000,2,0.1,bernoulli,31,105,0.751454545454545,0.700181818181818,0.725818181818182,0.800118661157026,0.800031404958678
11000,2,0.1,adaboost,34,153,0.745818181818182,0.702727272727273,0.724272727272727,0.802770049586773,0.802745884297521
11000,3,0.001,bernoulli,34,19845,0.743454545454545,0.720727272727273,0.732090909090909,0.81294523966942,0.812945223140496
11000,3,0.001,adaboost,34,19556,0.741272727272727,0.717090909090909,0.729181818181818,0.810996595041328,0.810996595041322
11000,3,0.01,bernoulli,34,1984,0.740363636363636,0.721090909090909,0.730727272727273,0.81301742148761,0.813016826446281
11000,3,0.01,adaboost,34,1999,0.741090909090909,0.715818181818182,0.728454545454545,0.811333107438021,0.811332760330579
11000,3,0.02,bernoulli,34,1000,0.743636363636364,0.721636363636364,0.732636363636364,0.812652942148764,0.812652099173554
11000,3,0.02,adaboost,34,915,0.740545454545455,0.714181818181818,0.727363636363636,0.80939590082645,0.809394347107438
11000,3,0.03,bernoulli,34,558,0.741636363636364,0.718,0.729818181818182,0.809887884297522,0.809884297520661
11000,3,0.03,adaboost,34,663,0.739454545454545,0.713818181818182,0.726636363636364,0.810261570247937,0.810260727272727
11000,3,0.04,bernoulli,34,375,0.736363636363636,0.720363636363636,0.728363636363636,0.807569157024795,0.807563008264463
11000,3,0.04,adaboost,34,500,0.745090909090909,0.712545454545455,0.728818181818182,0.81082583471075,0.810823702479339
11000,3,0.05,bernoulli,34,315,0.737272727272727,0.721636363636364,0.729454545454545,0.808690462809925,0.808685520661157
11000,3,0.05,adaboost,34,354,0.744363636363636,0.710363636363636,0.727363636363636,0.808336429752069,0.80833226446281
11000,3,0.06,bernoulli,34,308,0.744909090909091,0.714545454545455,0.729727272727273,0.809878876033058,0.809873123966942
11000,3,0.06,adaboost,34,328,0.744181818181818,0.716363636363636,0.730272727272727,0.810096595041318,0.810094809917355
11000,3,0.07,bernoulli,34,284,0.743272727272727,0.719454545454545,0.731363636363636,0.811338743801652,0.811331504132231
11000,3,0.07,adaboost,33,280,0.744181818181818,0.712181818181818,0.728181818181818,0.808452842975208,0.808447404958678
11000,3,0.08,bernoulli,34,246,0.742909090909091,0.715454545454545,0.729181818181818,0.810217008264463,0.810206578512397
11000,3,0.08,adaboost,34,170,0.739272727272727,0.708363636363636,0.723818181818182,0.805201008264463,0.805191570247934
11000,3,0.09,bernoulli,32,139,0.742363636363636,0.711090909090909,0.726727272727273,0.803853355371902,0.803816661157025
11000,3,0.09,adaboost,34,191,0.740545454545455,0.716363636363636,0.728454545454545,0.807620958677689,0.807602776859504
11000,3,0.1,bernoulli,34,156,0.737090909090909,0.719272727272727,0.728181818181818,0.806732495867773,0.806700595041322
11000,3,0.1,adaboost,34,183,0.748909090909091,0.709636363636364,0.729272727272727,0.807400495867766,0.807387272727273
11000,4,0.001,bernoulli,34,19872,0.755454545454545,0.722545454545454,0.739,0.815103537190089,0.815103537190083
11000,4,0.001,adaboost,34,19880,0.756363636363636,0.719818181818182,0.738090909090909,0.813579900826452,0.813579867768595
11000,4,0.01,bernoulli,34,1975,0.757090909090909,0.724181818181818,0.740636363636364,0.81494588429752,0.814945652892562
11000,4,0.01,adaboost,34,1823,0.756909090909091,0.716545454545455,0.736727272727273,0.812039322314044,0.812038809917355
11000,4,0.02,bernoulli,34,927,0.755818181818182,0.723272727272727,0.739545454545455,0.813581950413231,0.813578380165289
11000,4,0.02,adaboost,34,1000,0.756727272727273,0.719818181818182,0.738272727272727,0.812931801652897,0.81293067768595
11000,4,0.03,bernoulli,34,658,0.752363636363636,0.722181818181818,0.737272727272727,0.814092363636363,0.814089785123967
11000,4,0.03,adaboost,34,649,0.758,0.715636363636364,0.736818181818182,0.812657570247937,0.81265652892562
11000,4,0.04,bernoulli,34,486,0.752909090909091,0.724181818181818,0.738545454545455,0.813991388429749,0.813986710743802
11000,4,0.04,adaboost,34,472,0.754727272727273,0.718181818181818,0.736454545454545,0.812304561983472,0.812302181818182
11000,4,0.05,bernoulli,34,299,0.754181818181818,0.713272727272727,0.733727272727273,0.809321619834714,0.809315504132231
