"samplesize","run","TPR","TNR","Accuracy","AUC","Concordance"
30000,1,0.756466666666667,0.667,0.711733333333333,0.783452695555566,0.78345268
30000,2,0.750466666666667,0.6662,0.708333333333333,0.778161699999996,0.77816168
30000,3,0.750533333333333,0.670266666666667,0.7104,0.779626373333336,0.779626351111111
30000,4,0.752933333333333,0.667533333333333,0.710233333333333,0.77908754444445,0.779087204444444
30000,5,0.752133333333333,0.669866666666667,0.711,0.779432148888894,0.779432128888889
40000,1,0.74745,0.66715,0.7073,0.777194775000005,0.77719477
40000,2,0.74755,0.66345,0.7055,0.774615351250005,0.7746136625
40000,3,0.7495,0.66845,0.708975,0.777320918750001,0.777320885
40000,4,0.7483,0.6659,0.7071,0.778780778749992,0.778780485
40000,5,0.74685,0.67015,0.7085,0.778669156249991,0.77866915
50000,1,0.75416,0.67104,0.7126,0.782687768799996,0.7826877584
50000,2,0.7528,0.6674,0.7101,0.778994066400012,0.7789940464
50000,3,0.75272,0.66804,0.71038,0.779631004000006,0.7796309808
50000,4,0.74628,0.673,0.70964,0.779954601599997,0.7799545824
50000,5,0.74592,0.66964,0.70778,0.777046712799998,0.777046696
60000,1,0.7491,0.666433333333333,0.707766666666667,0.777877937222224,0.777877923333333
60000,2,0.750166666666667,0.669333333333333,0.70975,0.779784571666664,0.779783115555556
60000,3,0.750733333333333,0.6651,0.707916666666667,0.777563666666669,0.777563641111111
60000,4,0.749833333333333,0.6673,0.708566666666667,0.777489778333305,0.777489767777778
60000,5,0.7485,0.669233333333333,0.708866666666667,0.779376153333333,0.779376141111111
